,job_title,skills_required,posting_date,month
380,nlp engineer,aws,2024-02-04,2024-02
380,nlp engineer,cuda,2024-02-04,2024-02
380,nlp engineer,hugging face,2024-02-04,2024-02
380,nlp engineer,fastapi,2024-02-04,2024-02
380,nlp engineer,numpy,2024-02-04,2024-02
381,quant researcher,fastapi,2024-02-05,2024-02
381,quant researcher,azure,2024-02-05,2024-02
381,quant researcher,power bi,2024-02-05,2024-02
381,quant researcher,cuda,2024-02-05,2024-02
381,quant researcher,flask,2024-02-05,2024-02
382,data scientist,pandas,2024-02-06,2024-02
382,data scientist,reinforcement learning,2024-02-06,2024-02
382,data scientist,fastapi,2024-02-06,2024-02
382,data scientist,power bi,2024-02-06,2024-02
383,ml engineer,aws,2024-02-06,2024-02
383,ml engineer,hugging face,2024-02-06,2024-02
383,ml engineer,flask,2024-02-06,2024-02
383,ml engineer,cuda,2024-02-06,2024-02
384,computer vision engineer,r,2024-02-06,2024-02
384,computer vision engineer,flask,2024-02-06,2024-02
384,computer vision engineer,keras,2024-02-06,2024-02
384,computer vision engineer,python,2024-02-06,2024-02
384,computer vision engineer,cuda,2024-02-06,2024-02
384,computer vision engineer,fastapi,2024-02-06,2024-02
385,computer vision engineer,fastapi,2024-02-09,2024-02
385,computer vision engineer,excel,2024-02-09,2024-02
385,computer vision engineer,scikit-learn,2024-02-09,2024-02
385,computer vision engineer,pandas,2024-02-09,2024-02
385,computer vision engineer,pytorch,2024-02-09,2024-02
385,computer vision engineer,hugging face,2024-02-09,2024-02
386,quant researcher,excel,2024-02-09,2024-02
386,quant researcher,cuda,2024-02-09,2024-02
386,quant researcher,keras,2024-02-09,2024-02
387,computer vision engineer,keras,2024-02-09,2024-02
387,computer vision engineer,pytorch,2024-02-09,2024-02
387,computer vision engineer,tensorflow,2024-02-09,2024-02
387,computer vision engineer,scikit-learn,2024-02-09,2024-02
387,computer vision engineer,azure,2024-02-09,2024-02
388,computer vision engineer,langchain,2024-02-10,2024-02
388,computer vision engineer,scikit-learn,2024-02-10,2024-02
388,computer vision engineer,hugging face,2024-02-10,2024-02
389,quant researcher,excel,2024-02-10,2024-02
389,quant researcher,r,2024-02-10,2024-02
389,quant researcher,hugging face,2024-02-10,2024-02
390,ml engineer,azure,2024-02-11,2024-02
390,ml engineer,python,2024-02-11,2024-02
390,ml engineer,hugging face,2024-02-11,2024-02
390,ml engineer,sql,2024-02-11,2024-02
391,data scientist,reinforcement learning,2024-02-12,2024-02
391,data scientist,keras,2024-02-12,2024-02
391,data scientist,mlflow,2024-02-12,2024-02
391,data scientist,flask,2024-02-12,2024-02
391,data scientist,pandas,2024-02-12,2024-02
391,data scientist,aws,2024-02-12,2024-02
392,data analyst,gcp,2024-02-12,2024-02
392,data analyst,python,2024-02-12,2024-02
392,data analyst,pytorch,2024-02-12,2024-02
392,data analyst,excel,2024-02-12,2024-02
392,data analyst,power bi,2024-02-12,2024-02
393,ml engineer,aws,2024-02-12,2024-02
393,ml engineer,azure,2024-02-12,2024-02
393,ml engineer,flask,2024-02-12,2024-02
393,ml engineer,reinforcement learning,2024-02-12,2024-02
393,ml engineer,tensorflow,2024-02-12,2024-02
393,ml engineer,excel,2024-02-12,2024-02
394,quant researcher,sql,2024-02-12,2024-02
394,quant researcher,fastapi,2024-02-12,2024-02
394,quant researcher,langchain,2024-02-12,2024-02
394,quant researcher,scikit-learn,2024-02-12,2024-02
394,quant researcher,numpy,2024-02-12,2024-02
394,quant researcher,tensorflow,2024-02-12,2024-02
395,computer vision engineer,c++,2024-02-12,2024-02
395,computer vision engineer,hugging face,2024-02-12,2024-02
395,computer vision engineer,flask,2024-02-12,2024-02
395,computer vision engineer,python,2024-02-12,2024-02
395,computer vision engineer,numpy,2024-02-12,2024-02
395,computer vision engineer,scikit-learn,2024-02-12,2024-02
396,ai researcher,excel,2024-02-12,2024-02
396,ai researcher,langchain,2024-02-12,2024-02
396,ai researcher,aws,2024-02-12,2024-02
396,ai researcher,cuda,2024-02-12,2024-02
396,ai researcher,hugging face,2024-02-12,2024-02
396,ai researcher,power bi,2024-02-12,2024-02
397,ml engineer,r,2024-02-13,2024-02
397,ml engineer,scikit-learn,2024-02-13,2024-02
397,ml engineer,sql,2024-02-13,2024-02
397,ml engineer,langchain,2024-02-13,2024-02
398,quant researcher,python,2024-02-14,2024-02
398,quant researcher,c++,2024-02-14,2024-02
398,quant researcher,azure,2024-02-14,2024-02
398,quant researcher,mlflow,2024-02-14,2024-02
398,quant researcher,excel,2024-02-14,2024-02
398,quant researcher,cuda,2024-02-14,2024-02
399,ai researcher,gcp,2024-02-14,2024-02
399,ai researcher,pytorch,2024-02-14,2024-02
399,ai researcher,flask,2024-02-14,2024-02
400,data analyst,reinforcement learning,2024-02-14,2024-02
400,data analyst,gcp,2024-02-14,2024-02
400,data analyst,azure,2024-02-14,2024-02
400,data analyst,langchain,2024-02-14,2024-02
400,data analyst,mlflow,2024-02-14,2024-02
401,data scientist,gcp,2024-02-15,2024-02
401,data scientist,azure,2024-02-15,2024-02
401,data scientist,cuda,2024-02-15,2024-02
401,data scientist,aws,2024-02-15,2024-02
401,data scientist,pytorch,2024-02-15,2024-02
402,computer vision engineer,r,2024-02-15,2024-02
402,computer vision engineer,numpy,2024-02-15,2024-02
402,computer vision engineer,pytorch,2024-02-15,2024-02
402,computer vision engineer,pandas,2024-02-15,2024-02
403,data scientist,hugging face,2024-02-15,2024-02
403,data scientist,pandas,2024-02-15,2024-02
403,data scientist,pytorch,2024-02-15,2024-02
403,data scientist,sql,2024-02-15,2024-02
403,data scientist,r,2024-02-15,2024-02
403,data scientist,excel,2024-02-15,2024-02
404,quant researcher,pytorch,2024-02-15,2024-02
404,quant researcher,langchain,2024-02-15,2024-02
404,quant researcher,fastapi,2024-02-15,2024-02
405,computer vision engineer,hugging face,2024-02-16,2024-02
405,computer vision engineer,tensorflow,2024-02-16,2024-02
405,computer vision engineer,mlflow,2024-02-16,2024-02
406,quant researcher,tensorflow,2024-02-16,2024-02
406,quant researcher,flask,2024-02-16,2024-02
406,quant researcher,numpy,2024-02-16,2024-02
406,quant researcher,gcp,2024-02-16,2024-02
407,nlp engineer,power bi,2024-02-16,2024-02
407,nlp engineer,gcp,2024-02-16,2024-02
407,nlp engineer,fastapi,2024-02-16,2024-02
407,nlp engineer,c++,2024-02-16,2024-02
407,nlp engineer,pandas,2024-02-16,2024-02
407,nlp engineer,sql,2024-02-16,2024-02
408,ai product manager,numpy,2024-02-17,2024-02
408,ai product manager,pandas,2024-02-17,2024-02
408,ai product manager,sql,2024-02-17,2024-02
408,ai product manager,r,2024-02-17,2024-02
408,ai product manager,excel,2024-02-17,2024-02
409,data scientist,azure,2024-02-17,2024-02
409,data scientist,aws,2024-02-17,2024-02
409,data scientist,keras,2024-02-17,2024-02
409,data scientist,r,2024-02-17,2024-02
409,data scientist,fastapi,2024-02-17,2024-02
410,ml engineer,c++,2024-02-17,2024-02
410,ml engineer,pandas,2024-02-17,2024-02
410,ml engineer,flask,2024-02-17,2024-02
410,ml engineer,hugging face,2024-02-17,2024-02
410,ml engineer,excel,2024-02-17,2024-02
411,ai researcher,aws,2024-02-18,2024-02
411,ai researcher,excel,2024-02-18,2024-02
411,ai researcher,r,2024-02-18,2024-02
412,computer vision engineer,tensorflow,2024-02-18,2024-02
412,computer vision engineer,c++,2024-02-18,2024-02
412,computer vision engineer,pandas,2024-02-18,2024-02
413,data analyst,excel,2024-02-18,2024-02
413,data analyst,gcp,2024-02-18,2024-02
413,data analyst,cuda,2024-02-18,2024-02
413,data analyst,azure,2024-02-18,2024-02
414,data scientist,azure,2024-02-19,2024-02
414,data scientist,hugging face,2024-02-19,2024-02
414,data scientist,python,2024-02-19,2024-02
415,nlp engineer,flask,2024-02-19,2024-02
415,nlp engineer,numpy,2024-02-19,2024-02
415,nlp engineer,keras,2024-02-19,2024-02
415,nlp engineer,aws,2024-02-19,2024-02
415,nlp engineer,sql,2024-02-19,2024-02
416,ai researcher,pandas,2024-02-19,2024-02
416,ai researcher,c++,2024-02-19,2024-02
416,ai researcher,pytorch,2024-02-19,2024-02
416,ai researcher,tensorflow,2024-02-19,2024-02
417,nlp engineer,fastapi,2024-02-19,2024-02
417,nlp engineer,hugging face,2024-02-19,2024-02
417,nlp engineer,pandas,2024-02-19,2024-02
417,nlp engineer,langchain,2024-02-19,2024-02
418,data analyst,r,2024-02-20,2024-02
418,data analyst,python,2024-02-20,2024-02
418,data analyst,keras,2024-02-20,2024-02
419,quant researcher,fastapi,2024-02-20,2024-02
419,quant researcher,cuda,2024-02-20,2024-02
419,quant researcher,r,2024-02-20,2024-02
419,quant researcher,scikit-learn,2024-02-20,2024-02
420,nlp engineer,reinforcement learning,2024-02-21,2024-02
420,nlp engineer,mlflow,2024-02-21,2024-02
420,nlp engineer,gcp,2024-02-21,2024-02
420,nlp engineer,azure,2024-02-21,2024-02
420,nlp engineer,pandas,2024-02-21,2024-02
421,quant researcher,pandas,2024-02-21,2024-02
421,quant researcher,hugging face,2024-02-21,2024-02
421,quant researcher,langchain,2024-02-21,2024-02
421,quant researcher,reinforcement learning,2024-02-21,2024-02
422,nlp engineer,pandas,2024-02-21,2024-02
422,nlp engineer,flask,2024-02-21,2024-02
422,nlp engineer,fastapi,2024-02-21,2024-02
422,nlp engineer,reinforcement learning,2024-02-21,2024-02
423,ai researcher,power bi,2024-02-22,2024-02
423,ai researcher,tensorflow,2024-02-22,2024-02
423,ai researcher,azure,2024-02-22,2024-02
423,ai researcher,cuda,2024-02-22,2024-02
423,ai researcher,gcp,2024-02-22,2024-02
423,ai researcher,pandas,2024-02-22,2024-02
424,ai product manager,aws,2024-02-22,2024-02
424,ai product manager,sql,2024-02-22,2024-02
424,ai product manager,python,2024-02-22,2024-02
424,ai product manager,langchain,2024-02-22,2024-02
424,ai product manager,keras,2024-02-22,2024-02
424,ai product manager,azure,2024-02-22,2024-02
425,ai researcher,pandas,2024-02-22,2024-02
425,ai researcher,c++,2024-02-22,2024-02
425,ai researcher,r,2024-02-22,2024-02
425,ai researcher,mlflow,2024-02-22,2024-02
426,quant researcher,langchain,2024-02-22,2024-02
426,quant researcher,aws,2024-02-22,2024-02
426,quant researcher,mlflow,2024-02-22,2024-02
426,quant researcher,sql,2024-02-22,2024-02
426,quant researcher,hugging face,2024-02-22,2024-02
426,quant researcher,power bi,2024-02-22,2024-02
427,ai product manager,cuda,2024-02-23,2024-02
427,ai product manager,excel,2024-02-23,2024-02
427,ai product manager,fastapi,2024-02-23,2024-02
427,ai product manager,mlflow,2024-02-23,2024-02
427,ai product manager,azure,2024-02-23,2024-02
427,ai product manager,power bi,2024-02-23,2024-02
428,ai product manager,aws,2024-02-24,2024-02
428,ai product manager,keras,2024-02-24,2024-02
428,ai product manager,flask,2024-02-24,2024-02
428,ai product manager,r,2024-02-24,2024-02
428,ai product manager,pytorch,2024-02-24,2024-02
428,ai product manager,python,2024-02-24,2024-02
429,quant researcher,langchain,2024-02-24,2024-02
429,quant researcher,gcp,2024-02-24,2024-02
429,quant researcher,keras,2024-02-24,2024-02
430,data analyst,excel,2024-02-24,2024-02
430,data analyst,numpy,2024-02-24,2024-02
430,data analyst,r,2024-02-24,2024-02
430,data analyst,tensorflow,2024-02-24,2024-02
431,computer vision engineer,tensorflow,2024-02-25,2024-02
431,computer vision engineer,c++,2024-02-25,2024-02
431,computer vision engineer,aws,2024-02-25,2024-02
431,computer vision engineer,cuda,2024-02-25,2024-02
432,computer vision engineer,cuda,2024-02-25,2024-02
432,computer vision engineer,azure,2024-02-25,2024-02
432,computer vision engineer,mlflow,2024-02-25,2024-02
432,computer vision engineer,numpy,2024-02-25,2024-02
433,ml engineer,langchain,2024-02-25,2024-02
433,ml engineer,tensorflow,2024-02-25,2024-02
433,ml engineer,c++,2024-02-25,2024-02
433,ml engineer,power bi,2024-02-25,2024-02
433,ml engineer,mlflow,2024-02-25,2024-02
433,ml engineer,aws,2024-02-25,2024-02
434,computer vision engineer,numpy,2024-02-26,2024-02
434,computer vision engineer,cuda,2024-02-26,2024-02
434,computer vision engineer,tensorflow,2024-02-26,2024-02
434,computer vision engineer,pandas,2024-02-26,2024-02
434,computer vision engineer,hugging face,2024-02-26,2024-02
434,computer vision engineer,pytorch,2024-02-26,2024-02
435,computer vision engineer,reinforcement learning,2024-02-26,2024-02
435,computer vision engineer,pytorch,2024-02-26,2024-02
435,computer vision engineer,gcp,2024-02-26,2024-02
435,computer vision engineer,r,2024-02-26,2024-02
435,computer vision engineer,excel,2024-02-26,2024-02
436,quant researcher,power bi,2024-02-26,2024-02
436,quant researcher,c++,2024-02-26,2024-02
436,quant researcher,numpy,2024-02-26,2024-02
437,nlp engineer,numpy,2024-02-27,2024-02
437,nlp engineer,excel,2024-02-27,2024-02
437,nlp engineer,gcp,2024-02-27,2024-02
437,nlp engineer,cuda,2024-02-27,2024-02
437,nlp engineer,aws,2024-02-27,2024-02
438,ai researcher,flask,2024-02-27,2024-02
438,ai researcher,langchain,2024-02-27,2024-02
438,ai researcher,mlflow,2024-02-27,2024-02
439,ml engineer,hugging face,2024-02-27,2024-02
439,ml engineer,gcp,2024-02-27,2024-02
439,ml engineer,scikit-learn,2024-02-27,2024-02
440,ai product manager,flask,2024-02-28,2024-02
440,ai product manager,hugging face,2024-02-28,2024-02
440,ai product manager,keras,2024-02-28,2024-02
440,ai product manager,excel,2024-02-28,2024-02
440,ai product manager,scikit-learn,2024-02-28,2024-02
441,data scientist,r,2024-02-28,2024-02
441,data scientist,pytorch,2024-02-28,2024-02
441,data scientist,fastapi,2024-02-28,2024-02
441,data scientist,pandas,2024-02-28,2024-02
441,data scientist,reinforcement learning,2024-02-28,2024-02
441,data scientist,scikit-learn,2024-02-28,2024-02
442,data analyst,c++,2024-02-29,2024-02
442,data analyst,mlflow,2024-02-29,2024-02
442,data analyst,tensorflow,2024-02-29,2024-02
442,data analyst,numpy,2024-02-29,2024-02
442,data analyst,excel,2024-02-29,2024-02
442,data analyst,r,2024-02-29,2024-02
443,ai product manager,power bi,2024-02-29,2024-02
443,ai product manager,mlflow,2024-02-29,2024-02
443,ai product manager,fastapi,2024-02-29,2024-02
443,ai product manager,r,2024-02-29,2024-02
443,ai product manager,tensorflow,2024-02-29,2024-02
443,ai product manager,numpy,2024-02-29,2024-02
444,data scientist,mlflow,2024-03-03,2024-03
444,data scientist,cuda,2024-03-03,2024-03
444,data scientist,reinforcement learning,2024-03-03,2024-03
445,nlp engineer,flask,2024-03-03,2024-03
445,nlp engineer,power bi,2024-03-03,2024-03
445,nlp engineer,langchain,2024-03-03,2024-03
445,nlp engineer,excel,2024-03-03,2024-03
445,nlp engineer,mlflow,2024-03-03,2024-03
445,nlp engineer,r,2024-03-03,2024-03
446,ai researcher,power bi,2024-03-03,2024-03
446,ai researcher,tensorflow,2024-03-03,2024-03
446,ai researcher,azure,2024-03-03,2024-03
446,ai researcher,pytorch,2024-03-03,2024-03
446,ai researcher,numpy,2024-03-03,2024-03
447,ml engineer,hugging face,2024-03-04,2024-03
447,ml engineer,tensorflow,2024-03-04,2024-03
447,ml engineer,c++,2024-03-04,2024-03
447,ml engineer,keras,2024-03-04,2024-03
447,ml engineer,aws,2024-03-04,2024-03
448,quant researcher,fastapi,2024-03-04,2024-03
448,quant researcher,pytorch,2024-03-04,2024-03
448,quant researcher,sql,2024-03-04,2024-03
448,quant researcher,reinforcement learning,2024-03-04,2024-03
448,quant researcher,power bi,2024-03-04,2024-03
448,quant researcher,tensorflow,2024-03-04,2024-03
449,data analyst,langchain,2024-03-04,2024-03
449,data analyst,scikit-learn,2024-03-04,2024-03
449,data analyst,azure,2024-03-04,2024-03
449,data analyst,python,2024-03-04,2024-03
449,data analyst,pandas,2024-03-04,2024-03
450,ai researcher,azure,2024-03-05,2024-03
450,ai researcher,langchain,2024-03-05,2024-03
450,ai researcher,flask,2024-03-05,2024-03
451,ai product manager,aws,2024-03-05,2024-03
451,ai product manager,gcp,2024-03-05,2024-03
451,ai product manager,r,2024-03-05,2024-03
451,ai product manager,power bi,2024-03-05,2024-03
452,nlp engineer,aws,2024-03-05,2024-03
452,nlp engineer,mlflow,2024-03-05,2024-03
452,nlp engineer,reinforcement learning,2024-03-05,2024-03
452,nlp engineer,fastapi,2024-03-05,2024-03
452,nlp engineer,python,2024-03-05,2024-03
453,data analyst,pandas,2024-03-06,2024-03
453,data analyst,pytorch,2024-03-06,2024-03
453,data analyst,cuda,2024-03-06,2024-03
453,data analyst,power bi,2024-03-06,2024-03
453,data analyst,flask,2024-03-06,2024-03
454,quant researcher,sql,2024-03-07,2024-03
454,quant researcher,scikit-learn,2024-03-07,2024-03
454,quant researcher,gcp,2024-03-07,2024-03
455,ai product manager,r,2024-03-07,2024-03
455,ai product manager,c++,2024-03-07,2024-03
455,ai product manager,keras,2024-03-07,2024-03
455,ai product manager,hugging face,2024-03-07,2024-03
456,computer vision engineer,fastapi,2024-03-07,2024-03
456,computer vision engineer,r,2024-03-07,2024-03
456,computer vision engineer,scikit-learn,2024-03-07,2024-03
456,computer vision engineer,sql,2024-03-07,2024-03
457,data scientist,cuda,2024-03-08,2024-03
457,data scientist,scikit-learn,2024-03-08,2024-03
457,data scientist,r,2024-03-08,2024-03
457,data scientist,azure,2024-03-08,2024-03
458,ml engineer,scikit-learn,2024-03-08,2024-03
458,ml engineer,excel,2024-03-08,2024-03
458,ml engineer,python,2024-03-08,2024-03
458,ml engineer,flask,2024-03-08,2024-03
458,ml engineer,gcp,2024-03-08,2024-03
458,ml engineer,c++,2024-03-08,2024-03
459,ai researcher,numpy,2024-03-08,2024-03
459,ai researcher,aws,2024-03-08,2024-03
459,ai researcher,azure,2024-03-08,2024-03
459,ai researcher,tensorflow,2024-03-08,2024-03
459,ai researcher,cuda,2024-03-08,2024-03
460,data scientist,power bi,2024-03-08,2024-03
460,data scientist,reinforcement learning,2024-03-08,2024-03
460,data scientist,tensorflow,2024-03-08,2024-03
460,data scientist,cuda,2024-03-08,2024-03
461,nlp engineer,aws,2024-03-08,2024-03
461,nlp engineer,excel,2024-03-08,2024-03
461,nlp engineer,keras,2024-03-08,2024-03
461,nlp engineer,hugging face,2024-03-08,2024-03
461,nlp engineer,azure,2024-03-08,2024-03
461,nlp engineer,reinforcement learning,2024-03-08,2024-03
462,ai product manager,r,2024-03-08,2024-03
462,ai product manager,tensorflow,2024-03-08,2024-03
462,ai product manager,c++,2024-03-08,2024-03
462,ai product manager,hugging face,2024-03-08,2024-03
462,ai product manager,sql,2024-03-08,2024-03
462,ai product manager,flask,2024-03-08,2024-03
463,computer vision engineer,azure,2024-03-09,2024-03
